customer_id,age,gender,region,acquisition_channel,tenure_months,annual_income,monthly_spend,purchase_frequency,complaints_last_6m,support_tickets,discount_usage_ratio,satisfaction_score,churn,high_purchase_intent,segment
699,20,Male,East,Online,54,88712.05,1021.89,2,0,2,0.806,4.76,0,1,1
700,22,Female,East,Online,56,60815.31,740.21,4,0,1,0.687,4.46,0,1,1
701,45,Male,West,Online,3,60895.41,312.99,3,0,1,0.504,4.51,0,1,2
702,50,Female,West,Partner,15,61781.66,618.29,1,0,0,0.37,4.86,0,0,2
703,26,Female,East,Online,27,61247.68,489.02,4,3,1,0.564,4.14,0,1,2
704,26,Male,West,Retail,52,15000.0,163.37,1,1,0,0.52,3.81,0,1,3
705,24,Male,North,Online,6,56660.88,303.56,0,2,1,0.971,4.02,0,1,0
706,47,Female,West,Online,58,35448.96,507.78,3,2,1,0.826,4.68,0,1,3
707,18,Female,South,Online,23,89274.04,939.24,7,2,1,0.116,4.78,0,1,1
708,47,Male,South,Online,9,88549.49,533.71,4,0,0,0.412,4.43,0,1,2
709,42,Male,West,Retail,62,75334.89,433.88,2,2,1,0.587,3.97,0,1,3
710,42,Male,South,Partner,7,55707.59,507.01,5,0,4,0.705,4.81,0,1,2
711,53,Other,West,Online,10,41855.73,198.92,2,0,0,0.177,4.61,0,0,2
712,45,Male,South,Partner,68,48163.54,412.58,1,0,2,0.831,4.27,0,1,3
713,55,Female,South,Retail,37,94967.55,727.18,1,0,2,0.63,3.52,0,0,0
714,57,Female,South,Retail,33,59310.604999999996,533.71,3,0,3,0.067,3.98,0,0,0
715,65,Female,South,Online,49,17599.28,184.3,3,1,1,0.059,3.87,0,0,3
716,59,Male,West,Online,45,78542.98,830.5,3,1,2,0.686,3.51,0,0,1
717,44,Male,North,Retail,44,87009.06,1098.93,6,3,0,0.756,3.8,0,1,1
718,43,Female,East,Retail,2,89865.88,683.79,4,0,3,0.31,4.89,0,1,2
719,30,Female,West,Online,40,78690.26,1042.57,6,0,0,0.162,4.59,0,1,1
720,49,Male,South,Retail,20,81627.35,411.5,6,0,1,0.22,3.62,0,0,2
721,25,Male,East,Online,58,60952.81,504.33,2,0,1,0.392,4.46,0,0,3
722,66,Male,South,Retail,36,22626.68,139.55,4,0,2,0.632,4.68,0,1,2
723,61,Male,North,Online,9,60501.86,548.57,2,0,1,0.188,4.62,0,0,2
724,24,Male,East,Partner,63,71188.31,992.5,3,0,1,0.791,4.21,0,1,1
725,58,Female,West,Online,21,57565.14,598.42,4,1,1,0.249,3.67,0,0,0
726,24,Male,East,Online,20,56744.95,574.99,4,0,2,0.81,4.98,0,1,2
727,55,Female,South,Retail,67,42645.88,357.3,4,0,2,0.924,4.72,0,1,3
728,22,Male,North,Online,56,59310.604999999996,644.39,3,0,0,0.164,4.31,0,0,3
729,43,Male,West,Partner,62,93086.67,877.93,3,0,2,0.918,3.74,0,0,1
730,52,Female,West,Retail,48,93738.23,622.46,5,1,4,0.705,4.19,0,1,1
731,55,Male,West,Online,65,59952.35,931.31,1,0,3,0.887,3.86,0,1,1
732,39,Female,South,Online,9,65067.42,510.31,3,1,1,0.347,4.41,0,0,2
733,65,Male,East,Partner,43,42344.55,388.7,4,1,0,0.864,4.43,0,1,3
734,58,Female,South,Retail,21,71566.35,533.71,3,0,0,0.477,5.0,0,0,2
735,28,Female,North,Retail,29,91673.69,500.28,5,0,0,0.19,4.71,0,1,2
736,52,Female,North,Online,17,32473.85,389.27,3,1,1,0.997,5.0,0,1,2
737,55,Male,South,Partner,15,68349.9,588.84,4,0,3,0.948,4.5,0,1,2
738,35,Male,East,Online,32,69702.4,946.23,0,1,1,0.125,3.74,0,0,0
739,56,Male,North,Retail,66,69496.92,425.03,6,0,1,0.456,4.19,0,1,3
740,64,Female,East,Online,46,89570.72,933.48,3,3,5,0.986,2.76,1,0,0
741,60,Male,South,Online,25,96648.33,1045.45,4,1,2,0.548,4.4,0,1,1
742,57,Male,West,Partner,31,55797.29,533.71,4,0,1,0.497,4.68,0,1,2
743,50,Male,South,Partner,38,72117.13,704.41,8,0,1,0.195,3.9,0,1,1
744,32,Male,North,Online,18,61516.21,575.69,2,0,2,0.42,4.95,0,0,2
745,59,Male,South,Partner,38,48621.92,565.76,1,2,2,0.498,4.43,0,0,3
746,36,Male,West,Online,50,64874.65,884.8,4,0,4,0.714,3.46,0,0,1
747,45,Male,South,Online,18,59310.604999999996,499.78,2,0,0,0.45,5.0,0,0,2
748,34,Female,East,Online,42,63904.72,556.35,1,1,3,0.635,4.8,0,1,3
749,34,Male,West,Online,51,44138.74,507.67,3,1,0,0.102,3.4,0,0,0
750,26,Male,South,Online,37,51655.91,407.8,4,2,1,0.764,3.69,0,0,0
751,67,Female,East,Online,21,51793.67,296.94,2,2,3,0.003,3.24,0,0,0
752,25,Female,North,Online,40,44836.01,617.98,4,0,1,0.642,5.0,0,1,2
753,22,Male,South,Retail,57,65643.71,402.39,4,1,4,0.826,3.82,0,1,3
754,66,Female,South,Retail,16,67526.02,403.46,7,1,2,0.767,4.11,0,1,2
755,46,Female,East,Retail,41,77631.32,790.38,4,1,1,0.147,4.48,0,1,1
756,40,Female,West,Online,49,44562.8,237.29,5,0,1,0.844,5.0,0,1,3
757,56,Female,South,Retail,23,49605.38,227.69,2,0,0,0.079,4.57,0,0,2
758,37,Female,South,Online,28,87982.25,373.05,1,1,1,0.066,3.88,0,0,0
759,24,Male,West,Retail,64,57039.07,385.95,2,0,4,0.823,4.14,0,1,3
760,55,Male,South,Retail,26,60542.36,516.0,4,1,2,0.183,4.33,0,1,2
761,27,Female,East,Online,43,56848.13,733.25,0,1,1,0.447,3.4,0,0,0
762,46,Other,East,Online,11,80394.55,561.34,5,1,2,0.937,4.23,0,1,2
763,67,Male,North,Retail,66,81092.56,683.57,6,0,1,0.209,4.25,0,1,1
764,66,Male,West,Partner,43,80037.75,815.83,3,0,0,0.781,4.05,0,1,1
765,36,Female,South,Retail,54,60478.22,455.89,3,0,4,0.584,3.36,0,0,0
766,58,Male,East,Partner,43,44296.15,533.71,3,1,2,0.406,3.88,0,0,0
767,49,Female,South,Partner,26,94653.84,723.2,5,0,0,0.459,5.0,0,1,2
768,42,Female,West,Online,25,75413.56,529.25,6,2,0,0.41,3.11,0,0,0
769,25,Female,East,Retail,50,51780.14,433.06,3,2,3,0.827,3.98,0,1,3
770,37,Female,North,Online,62,85628.74,401.49,3,2,1,0.814,3.55,0,0,3
771,51,Female,North,Online,10,50359.04,628.55,2,1,3,0.373,3.48,0,0,0
772,69,Female,West,Online,61,85392.66,1180.46,3,1,1,0.697,4.39,0,1,1
773,18,Female,East,Partner,59,86609.12,1083.01,4,0,1,0.532,5.0,0,1,1
774,55,Female,South,Retail,8,43413.31,156.63,1,0,1,0.748,5.0,0,1,2
775,62,Female,North,Online,8,70471.65,776.62,2,1,2,0.05,4.23,0,0,0
776,67,Male,North,Online,50,74079.43,748.9,3,0,2,0.336,4.45,0,0,1
777,40,Female,West,Online,60,107068.37,516.74,3,0,3,0.336,4.61,0,0,3
778,24,Male,West,Retail,28,46638.58,636.99,2,0,1,0.597,5.0,0,1,2
779,32,Female,South,Partner,46,85785.78,1052.97,3,0,0,0.208,4.5,0,0,1
780,62,Female,North,Online,71,60312.23,403.61,1,0,0,0.532,5.0,0,1,3
781,63,Male,South,Online,23,37655.44,523.92,2,0,3,0.98,4.06,0,1,0
782,51,Male,North,Retail,16,57840.23,292.54,4,0,2,0.044,4.12,0,1,2
783,24,Male,East,Online,71,60044.37,617.4,3,2,0,0.503,4.83,0,1,3
784,24,Female,East,Online,20,40939.98,244.04,5,0,4,0.138,4.43,0,1,2
785,42,Male,West,Online,34,65619.13,346.44,2,0,1,0.582,4.63,0,1,3
786,48,Male,South,Online,32,77240.57,1039.79,0,0,2,0.241,4.61,0,0,1
787,19,Female,North,Online,38,64287.61,618.65,0,1,1,0.903,3.62,0,0,0
788,53,Female,North,Partner,20,50246.81,335.34,3,0,1,0.318,4.35,0,0,2
789,46,Male,South,Online,49,57327.5,678.51,8,2,2,0.958,3.72,0,0,1
790,18,Male,East,Online,50,59918.22,827.34,3,1,1,0.004,4.33,0,0,1
791,22,Other,North,Retail,15,63911.79,811.93,2,1,0,0.832,4.43,0,1,1
792,41,Female,West,Partner,35,79976.95,1070.29,2,0,3,0.262,4.06,0,0,1
793,55,Female,South,Online,5,64894.92,809.92,3,0,0,0.202,5.0,0,0,2
794,60,Male,West,Online,16,34751.46,361.22,1,0,1,0.884,4.46,0,1,0
795,40,Male,South,Retail,71,49878.22,437.8,2,0,1,0.304,4.33,0,0,3
796,33,Male,North,Online,36,62988.38,859.51,4,1,0,0.584,5.0,0,1,1
797,68,Female,North,Retail,45,80234.24,533.71,0,1,4,0.737,3.39,0,0,0
798,41,Male,East,Online,64,83361.24,507.53,6,1,0,0.419,4.19,0,1,3
799,34,Male,East,Online,51,91944.34,798.3,2,0,0,0.101,4.74,0,0,1
800,41,Female,West,Online,57,62351.06,504.18,3,0,2,0.922,3.75,0,0,3
801,18,Female,West,Retail,51,73739.57,797.32,2,0,1,0.648,4.4,0,1,1
802,33,Female,North,Online,36,33819.69,484.83,4,0,0,0.892,5.0,0,1,2
803,44,Male,South,Online,45,67737.87,625.13,1,1,2,0.768,4.95,0,1,3
804,65,Female,North,Online,21,40645.25,403.87,3,0,0,0.774,5.0,0,1,2
805,56,Male,North,Retail,64,58874.29,540.14,3,0,2,0.59,5.0,0,1,3
806,58,Male,North,Online,13,114537.09,1219.55,4,1,2,0.006,4.44,0,1,1
807,46,Female,North,Retail,63,65463.98,405.35,4,0,1,0.883,4.4,0,1,3
808,23,Male,East,Retail,63,44451.36,233.42,4,0,0,0.831,5.0,0,1,3
809,38,Female,North,Online,11,67340.2,665.87,5,1,1,0.727,3.85,0,1,2
810,69,Female,North,Partner,51,50692.65,533.82,2,0,1,0.878,5.0,0,1,3
811,20,Other,North,Retail,71,42706.61,441.3,2,0,2,0.184,4.19,0,0,3
812,63,Male,East,Online,41,97856.51,720.38,3,0,2,0.282,4.27,0,0,1
813,53,Male,East,Online,25,79202.62,359.21,5,0,1,0.157,4.94,0,1,2
814,32,Male,West,Online,63,66219.66,769.9,5,2,0,0.647,5.0,0,1,1
815,58,Male,North,Online,37,52947.18,447.27,3,1,2,0.438,4.85,0,0,2
816,61,Male,North,Online,9,59310.604999999996,437.92,5,1,2,0.103,4.41,0,1,2
817,20,Male,South,Partner,18,87764.67,1091.79,3,1,1,0.576,4.25,0,1,1
818,23,Female,East,Retail,49,65518.4,533.71,5,0,4,0.339,4.82,0,1,3
819,52,Female,North,Online,33,15000.0,151.01,6,0,2,0.491,5.0,0,1,2
820,69,Female,North,Online,16,103576.89,1038.83,1,0,1,0.261,3.59,0,0,0
821,19,Male,South,Online,57,63295.12,407.75,1,0,2,0.161,4.33,0,0,3
822,52,Male,North,Online,9,66180.64,366.34,5,1,2,0.451,3.71,0,0,0
823,25,Male,South,Online,16,79560.51,848.56,1,1,3,0.226,3.85,0,0,0
824,51,Male,West,Partner,34,68377.25,381.51,3,0,0,0.405,4.02,0,0,0
825,50,Male,East,Retail,3,73444.36,456.21,2,0,1,0.382,3.62,0,0,0
826,22,Other,South,Online,28,52372.98,686.57,4,0,2,0.94,4.33,0,1,2
827,53,Male,South,Retail,65,37863.68,480.08,0,1,3,0.187,3.63,0,0,3
828,64,Male,West,Retail,67,65044.19,902.0,1,0,0,0.286,4.84,0,0,1
829,62,Female,East,Retail,62,85769.06,1144.98,1,0,2,0.792,3.98,0,1,1
830,19,Female,East,Online,24,48339.55,339.71,3,1,0,0.296,3.87,0,0,0
831,30,Female,West,Online,5,46895.57,459.15,3,1,1,0.48,4.42,0,0,2
832,30,Male,North,Retail,58,81978.35,705.69,3,0,1,0.762,4.71,0,1,3
833,41,Female,North,Online,27,51769.59,582.62,3,0,1,0.004,5.0,0,0,2
834,25,Male,South,Retail,54,52609.92,457.54,2,1,2,0.957,4.56,0,1,3
835,62,Male,South,Online,9,53283.4,197.56,6,0,0,0.463,4.29,0,1,2
836,58,Female,North,Retail,48,58830.34,290.15,1,0,0,0.759,4.21,0,1,3
837,60,Female,North,Retail,42,31674.51,397.77,3,0,0,0.921,5.0,0,1,3
838,28,Male,West,Online,66,50291.88,323.48,3,1,1,0.877,3.78,0,0,3
839,18,Female,East,Online,8,64146.62,609.64,5,1,3,0.22,4.0,0,1,2
840,65,Male,East,Retail,29,64018.28,790.31,3,0,4,0.555,3.47,0,0,0
841,33,Male,North,Online,71,80843.87,1003.07,2,1,0,0.411,3.6,0,0,1
842,52,Male,South,Retail,28,93109.06,719.56,3,1,3,0.532,4.69,0,1,2
843,65,Female,East,Retail,47,87224.7,546.09,2,0,0,0.78,4.68,0,1,3
844,19,Male,East,Online,12,76463.74,979.34,1,0,2,0.354,4.08,0,0,0
845,18,Female,East,Retail,52,57322.78,603.65,5,2,2,0.477,3.65,0,0,1
846,18,Male,East,Online,20,48784.76,385.24,1,1,2,0.608,4.9,0,1,2
847,26,Female,South,Retail,41,60321.81,803.49,4,1,1,0.271,3.94,0,1,1
848,20,Female,West,Online,63,70540.42,515.62,4,2,1,0.607,4.16,0,1,3
849,60,Male,South,Online,47,74794.88,678.86,5,2,4,0.149,4.17,0,1,1
850,49,Male,North,Online,34,71215.54,533.71,2,1,1,0.622,4.89,0,1,3
851,68,Male,West,Partner,14,59310.604999999996,276.54,3,2,3,0.143,3.28,0,0,0
852,59,Female,North,Retail,25,59310.604999999996,533.71,3,0,0,0.776,3.95,0,1,0
853,68,Male,South,Retail,61,82695.71,930.02,7,0,0,0.194,4.3,0,1,1
854,30,Female,North,Online,16,75842.89,526.72,4,2,0,0.646,4.37,0,1,2
855,32,Male,North,Online,47,59423.77,656.58,3,1,2,0.581,5.0,0,1,3
856,62,Female,South,Retail,35,44990.72,549.01,3,0,0,0.425,5.0,0,0,2
857,30,Female,North,Retail,23,44563.79,568.68,2,1,1,0.645,3.84,0,1,0
858,20,Female,South,Online,51,47738.08,241.31,2,0,0,0.847,5.0,0,1,3
859,52,Other,West,Retail,26,64627.35,766.71,4,0,2,0.12,4.31,0,1,1
860,59,Male,North,Online,21,69356.47,364.6,8,0,0,0.676,4.48,0,1,2
861,68,Female,West,Online,38,34538.42,409.45,7,1,1,0.41,4.25,0,1,2
862,66,Male,South,Partner,54,50928.09,413.27,3,0,1,0.674,4.28,0,1,3
863,24,Male,East,Online,62,64379.14,795.9,6,0,1,0.875,4.37,0,1,1
864,58,Female,South,Online,45,43805.76,279.14,1,0,2,0.653,5.0,0,1,3
865,61,Female,South,Retail,48,67810.27,717.9,4,0,0,0.16,4.44,0,1,1
866,54,Female,North,Partner,56,54466.29,343.44,6,1,0,0.416,3.66,0,0,3
867,60,Male,East,Online,20,46978.44,272.0,4,1,0,0.549,4.64,0,1,2
868,61,Male,West,Retail,18,60957.7,612.34,2,0,1,0.127,4.04,0,0,0
869,41,Male,East,Online,35,67061.05,497.48,1,1,3,0.644,3.5,0,0,0
870,20,Female,East,Online,45,44726.48,521.71,1,0,3,0.713,4.66,0,1,3
871,41,Male,East,Online,46,55632.98,622.0,4,0,2,0.763,4.18,0,1,1
872,28,Male,South,Online,11,68418.21,670.92,3,2,1,0.12,3.64,0,0,0
873,23,Male,North,Online,56,46282.38,564.52,4,1,6,0.705,3.89,0,1,3
874,24,Male,East,Online,26,30160.38,372.73,3,2,0,0.366,3.81,0,0,0
875,54,Male,West,Retail,63,32341.67,454.46,4,0,1,0.211,4.41,0,1,3
876,44,Male,South,Retail,52,52475.08,327.81,5,1,2,0.524,3.07,0,0,0
877,46,Female,West,Retail,70,59310.604999999996,390.13,2,1,2,0.573,4.0,0,1,3
878,56,Female,West,Retail,45,53741.01,634.6,0,1,2,0.457,4.8,0,0,3
879,46,Male,North,Online,38,89968.97,574.5,4,1,2,0.841,4.5,0,1,2
880,50,Female,East,Online,14,35185.23,235.65,2,2,0,0.156,3.71,0,0,0
881,22,Female,East,Online,29,54913.11,376.31,4,1,1,0.407,4.51,0,1,2
882,62,Male,South,Retail,61,98381.48,996.24,2,0,0,0.267,4.91,0,0,1
883,41,Male,East,Online,28,59310.604999999996,497.3,2,1,2,0.049,3.67,0,0,0
884,26,Male,West,Online,4,53380.98,541.23,2,0,1,0.339,5.0,0,0,2
885,60,Male,East,Online,18,57176.11,560.2,3,1,0,0.718,4.38,0,1,2
886,56,Female,West,Online,43,67728.53,762.78,2,0,1,0.523,4.36,0,1,1
887,20,Other,West,Partner,45,90523.89,580.73,1,0,0,0.419,5.0,0,0,3
888,28,Male,West,Retail,70,50444.64,672.53,1,0,3,0.475,3.28,0,0,0
889,18,Female,West,Online,67,46363.01,567.16,4,2,2,0.313,3.25,0,0,3
890,32,Male,North,Retail,38,35181.44,201.25,8,0,4,0.122,4.9,0,1,2
891,23,Female,North,Retail,40,61855.73,382.33,2,1,1,0.59,4.51,0,1,3
892,54,Female,North,Online,57,34697.63,328.03,4,1,1,0.815,5.0,0,1,3
893,45,Male,North,Online,4,51651.91,533.71,4,2,1,0.789,2.79,0,0,0
894,68,Male,East,Retail,43,43643.7,380.27,0,0,3,0.233,4.69,0,0,3
895,56,Female,East,Online,34,79334.22,321.48,2,0,2,0.434,3.82,0,0,0
896,49,Other,South,Online,56,50848.87,335.45,4,0,5,0.552,4.51,0,1,3
897,44,Male,North,Online,57,67144.75,340.4,1,0,2,0.802,4.36,0,1,3
898,20,Male,East,Retail,47,31126.34,297.72,3,0,1,0.197,4.33,0,0,3
899,21,Male,South,Partner,47,62367.13,785.77,4,1,2,0.132,4.07,0,1,1
900,50,Female,West,Retail,50,38343.11,392.57,4,0,0,0.932,5.0,0,1,3
901,18,Female,North,Online,42,52338.33,683.57,7,1,1,0.146,4.01,0,1,1
902,20,Female,South,Online,17,99801.65,407.04,1,0,1,0.989,4.43,0,1,0
903,29,Female,North,Retail,21,76779.14,651.21,2,2,3,0.599,3.76,0,0,0
904,63,Female,South,Retail,53,57688.57,718.57,0,1,2,0.499,4.83,0,0,3
905,41,Female,West,Partner,44,117580.95,1224.85,4,0,1,0.189,5.0,0,1,1
906,54,Male,South,Retail,17,43526.86,533.7,0,0,1,0.861,4.52,0,1,0
907,39,Female,South,Online,63,80973.89,595.56,2,0,1,0.172,4.84,0,0,3
908,27,Male,South,Retail,70,32411.86,417.24,2,0,3,0.401,4.9,0,0,3
909,37,Male,South,Retail,45,55609.39,599.39,2,0,1,0.048,4.71,0,0,3
910,22,Female,East,Retail,17,35739.78,205.9,3,1,3,0.023,3.55,0,0,0
911,58,Female,West,Retail,67,64630.97,819.94,3,1,0,0.73,4.61,0,1,1
912,27,Other,East,Online,17,61007.46,420.35,3,1,1,0.208,4.21,0,0,2
913,37,Male,East,Retail,31,54462.03,289.69,3,0,0,0.601,4.47,0,1,2
914,68,Female,South,Online,61,59310.604999999996,987.07,3,1,1,0.723,3.83,0,1,1
915,48,Female,North,Online,37,49792.22,584.17,3,1,0,0.492,4.59,0,0,3
916,41,Male,East,Retail,18,65883.33,835.84,5,1,3,0.656,4.33,0,1,1
917,46,Male,West,Partner,6,74769.99,921.65,4,1,4,0.241,3.55,0,0,0
918,58,Female,East,Retail,26,33302.02,243.11,3,1,2,0.818,3.59,0,0,0
919,31,Male,North,Online,48,46528.54,509.5,1,0,0,0.206,5.0,0,0,3
920,51,Female,East,Online,51,60969.5,918.97,2,1,4,0.591,4.36,0,1,1
921,63,Male,West,Online,16,71342.76,533.71,5,1,2,0.836,4.28,0,1,2
922,47,Male,North,Retail,12,85582.28,701.38,4,1,1,0.793,4.33,0,1,2
923,41,Female,North,Retail,50,56114.16,754.81,2,1,2,0.051,3.86,0,0,1
924,25,Male,East,Partner,12,54303.52,254.24,1,0,1,0.367,4.38,0,0,0
925,30,Female,South,Online,5,44293.27,569.54,3,1,0,0.853,4.33,0,1,2
926,67,Female,East,Retail,35,59310.604999999996,575.06,1,1,2,0.851,4.52,0,1,3
927,46,Male,East,Retail,41,54651.88,735.64,5,1,2,0.636,3.53,0,0,1
928,33,Female,South,Online,18,59310.604999999996,548.73,4,0,1,0.109,4.11,0,1,2
929,39,Female,North,Partner,15,58310.01,611.45,1,1,2,0.404,3.43,0,0,0
930,48,Female,East,Retail,17,59310.604999999996,802.68,1,0,3,0.961,4.74,0,1,2
931,45,Female,South,Online,25,49852.85,228.07,4,0,3,0.107,4.41,0,1,2
932,54,Female,West,Online,1,46101.15,444.98,6,0,0,0.801,4.34,0,1,2
933,31,Female,South,Retail,1,67771.04,852.99,6,1,5,0.418,3.94,0,1,2
934,51,Male,North,Retail,27,15000.0,245.94,0,1,4,0.745,3.51,0,0,0
935,41,Female,West,Retail,2,49133.79,641.75,8,1,2,0.054,3.67,0,0,2
936,66,Female,East,Retail,23,39276.43,421.97,3,2,1,0.01,4.5,0,0,2
937,26,Female,East,Online,42,81658.65,843.35,3,0,0,0.301,4.58,0,0,1
938,25,Female,West,Retail,3,52063.21,466.14,3,0,0,0.87,5.0,0,1,2
939,42,Male,West,Partner,44,49907.11,521.24,3,0,1,0.68,3.85,0,1,0
940,44,Female,West,Online,45,59124.8,630.84,2,0,2,0.612,4.69,0,1,3
941,53,Other,West,Retail,41,49283.3,218.45,0,0,3,0.998,3.54,0,0,0
942,39,Male,South,Online,45,52752.33,282.31,1,1,3,0.347,5.0,0,0,3
943,65,Male,North,Online,58,61747.99,701.81,5,0,4,0.85,3.57,0,0,1
944,42,Female,East,Online,6,52403.27,348.03,2,1,1,0.11,5.0,0,0,2
945,24,Female,West,Retail,12,52274.09,349.8,2,3,5,0.171,3.14,0,0,0
946,24,Female,West,Online,23,41817.16,258.7,2,0,3,0.478,4.27,0,0,0
947,68,Male,East,Online,49,39231.89,514.03,0,0,0,0.959,4.79,0,1,3
948,24,Male,East,Retail,62,61091.46,917.62,3,1,1,0.703,3.75,0,0,1
949,67,Female,East,Online,66,65518.81,719.76,3,1,1,0.113,4.61,0,0,3
950,32,Female,North,Retail,42,34293.18,527.55,4,1,2,0.955,4.62,0,1,3
951,22,Female,North,Partner,30,73678.95,957.66,5,2,1,0.766,3.98,0,1,1
952,33,Female,North,Online,30,73752.86,448.26,2,1,1,0.737,4.3,0,1,0
953,49,Female,West,Online,5,77544.4,384.09,4,0,1,0.551,5.0,0,1,2
954,40,Female,West,Partner,34,65398.0,415.77,8,0,1,0.394,5.0,0,1,2
955,58,Female,South,Online,37,71467.48,375.71,2,1,1,0.11,3.78,0,0,0
956,49,Female,South,Online,15,99330.47,925.98,2,2,0,0.62,4.28,0,1,1
957,38,Female,South,Partner,55,54572.61,398.72,1,0,2,0.128,4.12,0,0,3
958,51,Male,North,Retail,58,41177.55,571.45,4,0,3,0.59,4.09,0,1,3
959,68,Male,South,Retail,22,32386.92,347.65,3,0,1,0.54,4.83,0,1,2
960,39,Female,South,Retail,65,91602.13,751.76,2,1,2,0.597,3.59,0,0,1
961,25,Female,East,Partner,8,91838.17,1218.92,2,2,0,0.827,3.92,0,1,1
962,39,Female,West,Retail,65,43357.2,658.66,4,1,2,0.411,4.53,0,1,3
963,61,Male,North,Retail,55,46908.23,624.44,1,1,1,0.437,5.0,0,0,3
964,29,Female,South,Retail,16,54168.16,643.41,4,2,2,0.06,4.16,0,1,2
965,67,Male,West,Retail,47,82036.62,1124.52,6,2,1,0.288,3.29,0,0,1
966,48,Female,West,Online,23,36828.56,372.1,1,0,3,0.081,3.65,0,0,0
967,49,Female,West,Online,57,24600.85,371.89,5,1,1,0.142,5.0,0,1,3
968,34,Female,East,Online,12,99015.26,414.34,3,1,0,0.427,3.98,0,0,0
969,65,Female,North,Online,18,65622.72,600.17,3,1,3,0.407,3.3,0,0,0
970,19,Male,West,Online,22,68179.44,593.44,2,1,1,0.936,3.67,0,0,0
971,33,Male,East,Online,15,56308.09,237.32,3,1,1,0.119,4.62,0,0,2
972,39,Female,West,Retail,24,68384.13,324.82,6,0,0,0.149,4.86,0,1,2
973,42,Female,West,Online,43,32744.29,160.35,3,0,4,0.751,4.65,0,1,3
974,42,Female,South,Online,45,44863.43,341.92,4,3,0,0.022,3.63,0,0,0
975,25,Male,North,Online,40,61892.84,278.96,2,0,2,0.651,3.89,0,1,0
976,29,Male,East,Online,14,19123.96,162.98,2,0,0,0.748,3.71,0,0,0
977,22,Male,South,Retail,15,54554.68,645.64,6,2,0,0.629,3.68,0,0,2
978,47,Male,North,Online,66,53445.04,569.37,1,0,1,0.288,4.53,0,0,3
979,36,Male,South,Online,18,54551.58,565.31,5,0,1,0.104,4.08,0,1,2
980,47,Female,West,Retail,8,50080.53,198.99,4,0,2,0.994,5.0,0,1,2
981,48,Female,South,Online,33,42073.95,560.88,1,1,2,0.859,3.54,0,0,0
982,54,Male,South,Online,1,27203.43,131.25,3,0,1,0.731,3.74,0,0,0
983,46,Male,East,Retail,25,62605.45,440.6,4,1,1,0.187,4.27,0,1,2
984,51,Male,East,Retail,61,54597.77,520.95,3,0,1,0.431,4.95,0,0,3
985,48,Female,South,Retail,19,35244.93,482.01,3,1,1,0.71,4.97,0,1,2
986,51,Male,West,Retail,50,61125.6,915.45,1,2,0,0.101,3.04,0,0,0
987,50,Female,East,Partner,35,54690.9,668.56,5,0,0,0.957,5.0,0,1,2
988,34,Female,North,Online,26,51701.57,592.52,2,1,1,0.955,4.26,0,1,0
989,30,Male,South,Retail,47,21175.89,244.37,3,1,4,0.15,3.67,0,0,0
990,58,Female,West,Retail,43,72289.82,771.56,2,1,3,0.197,4.35,0,0,1
991,35,Female,North,Online,23,37805.08,215.09,3,0,1,0.364,5.0,0,0,2
992,46,Male,North,Partner,16,61138.86,384.17,2,0,1,0.451,3.68,0,0,0
993,28,Male,East,Online,66,45451.17,533.71,1,0,2,0.441,4.17,0,0,3
994,40,Female,South,Retail,12,53002.92,713.4,1,0,0,0.688,4.28,0,1,0
995,45,Female,South,Retail,69,80741.26,602.27,2,0,0,0.47,4.91,0,0,3
996,50,Female,South,Online,34,69569.13,454.8,2,0,2,0.184,5.0,0,0,2
997,45,Female,North,Online,71,80340.72,533.71,6,1,4,0.261,4.17,0,1,3
998,36,Male,South,Partner,26,65946.94,581.81,2,0,0,0.411,4.45,0,0,2
999,68,Female,North,Retail,41,67130.58,437.19,1,0,2,0.519,4.61,0,1,3
1000,44,Female,East,Online,44,27939.5,361.74,4,2,2,0.923,3.72,0,0,0
1001,60,Male,East,Online,25,54284.55,241.94,2,3,1,0.096,2.39,1,0,0
1002,56,Female,West,Retail,16,55951.64,271.13,3,0,1,0.804,4.83,0,1,2
1003,47,Female,North,Online,37,82025.97,551.4,2,1,0,0.311,4.74,0,0,3
1004,64,Female,South,Retail,48,50887.87,616.66,3,2,1,0.727,4.41,0,1,3
1005,24,Male,South,Retail,19,64767.47,466.53,2,1,1,0.258,3.59,0,0,0
1006,65,Male,East,Online,55,64063.63,590.26,5,1,1,0.385,4.62,0,1,3
1007,62,Female,East,Retail,46,80838.15,858.65,1,1,0,0.443,4.97,0,0,1
1008,44,Female,West,Online,12,57592.61,658.56,5,1,3,0.751,5.0,0,1,2
1009,56,Female,West,Partner,67,74900.17,626.88,2,0,1,0.166,4.76,0,0,3
1010,45,Female,West,Retail,4,29312.43,319.97,1,0,2,0.347,4.88,0,0,2
1011,31,Male,North,Online,47,30947.65,233.89,4,0,2,0.529,4.04,0,1,3
1012,59,Male,North,Online,32,18899.8,235.75,4,0,3,0.658,3.9,0,1,0
1013,30,Male,West,Online,47,74147.73,628.78,2,0,1,0.076,5.0,0,0,3
1014,34,Male,West,Partner,55,72126.0,1007.87,2,0,0,0.095,3.58,0,0,1
1015,45,Male,South,Online,49,76142.9,1074.01,3,0,1,0.718,4.65,0,1,1
1016,61,Female,North,Retail,47,47807.49,574.31,5,0,0,0.366,5.0,0,1,2
